country,total_population,gdp,defense_budget,external_debt,total_manpower,active_personnel,reserve_personnel,air_force_personnel,army_personnel,navy_personnel,total_aircraft,attack_aircraft,fighter_aircraft,transport_aircraft,helicopters,trainer_aircraft,special_mission_aircraft,attack_helicopters,tanker_aircraft,naval_assets,aircraft_carriers,helicopter_carriers,destroyers,frigates,corvettes,submarines,patrol_vessel,mine_warfare,tanks,self_propelled_artillery,towed_artillery,rocket_artillery,power_index
Ireland,"5,233,461","$620,544,000,000 USD","$1,754,400,500 USD","$3,630,000,000,000 USD","2,407,392","7,557","1,720",690,"7,705",800,"Stock: 23			
Readiness: 15*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 5 (21.7%)

Readiness: 3*","Stock: 8 (34.8%)

Readiness: 5*","Stock: 8 (34.8%)

Readiness: 5*","Stock: 2 (8.7%)

Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",8,0,0,0,0,0,0,8,0,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",2.0661
Uruguay,"3,425,330","$108,502,000,000 USD","$1,903,440,000 USD","$54,450,000,000 USD","1,575,652","24,000",0,"2,850","15,450","5,700","Stock: 43			
Readiness: 24*","Stock: 6 (14.0%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 6 (14.0%)

Readiness: 3*","Stock: 12 (27.9%)

Readiness: 7*","Stock: 12 (27.9%)

Readiness: 7*","Stock: 5 (11.6%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 2 (4.7%)

Readiness: 1*",16,0,0,0,0,0,0,5,2,"Stock: 62				
Readiness: 37*","Stock: 16				
Readiness: 10*","Stock: 83				
Readiness: 50*","Stock: 4				
Readiness: 2*",2.1537
Romania,"18,148,155","$774,376,000,000 USD","$10,230,630,000 USD","$145,200,000,000 USD","9,437,041","90,000","55,000","11,700","39,250","6,800","Stock: 148			
Readiness: 89*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 29 (19.6%)

Readiness: 17*","Stock: 13 (8.8%)

Readiness: 8*","Stock: 66 (44.6%)

Readiness: 40*","Stock: 44 (29.7%)

Readiness: 26*","Stock: 2 (1.4%)

Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",18,0,0,0,3,7,0,0,7,"Stock: 451				
Readiness: 271*","Stock: 0				
Readiness: 0*","Stock: 720				
Readiness: 432*","Stock: 243				
Readiness: 146*",0.9558
Senegal,"18,847,519","$83,183,000,000 USD","$777,800,000 USD","$14,985,000,000 USD","7,162,057","17,000",0,"1,000","15,460",500,"Stock: 39			
Readiness: 18*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 5 (12.8%)

Readiness: 2*","Stock: 19 (48.7%)

Readiness: 9*","Stock: 22 (56.4%)

Readiness: 10*","Stock: 1 (2.6%)

Readiness: 0*","Stock: 5 (12.8%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*",4,0,0,0,0,0,0,4,0,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 20				
Readiness: 10*","Stock: 6				
Readiness: 3*",2.8925
Sweden,"10,589,835","$668,628,000,000 USD","$15,900,000,000 USD","$1,102,693,570,000 USD","4,235,934","25,600","34,000","8,255","15,300","2,100","Stock: 172			
Readiness: 129*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 73 (42.4%)

Readiness: 55*","Stock: 6 (3.5%)

Readiness: 5*","Stock: 53 (30.8%)

Readiness: 40*","Stock: 36 (20.9%)

Readiness: 27*","Stock: 3 (1.7%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 1 (0.6%)

Readiness: 1*",279,0,0,0,0,7,4,116,8,"Stock: 110				
Readiness: 83*","Stock: 24				
Readiness: 18*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",0.4834
Kosovo,"1,977,093","$25,019,000,000 USD","$1,177,450,000 USD","$785,739,000 USD","917,371","4,000","5,000",0,"9,000",0,"Stock: 0			
Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",3.8041
Peru,"32,600,249","$535,911,000,000 USD","$2,552,000,000 USD","$38,102,000,000 USD","15,648,120","120,000","386,000","12,100","92,500","26,000","Stock: 252			
Readiness: 139*","Stock: 22 (8.7%)

Readiness: 12*","Stock: 15 (6.0%)

Readiness: 8*","Stock: 39 (15.5%)

Readiness: 21*","Stock: 112 (44.4%)

Readiness: 62*","Stock: 68 (27.0%)

Readiness: 37*","Stock: 12 (4.8%)

Readiness: 7*","Stock: 16 (6.3%)

Readiness: 9*","Stock: 0 (0.0%)

Readiness: 0*",78,0,0,0,7,8,6,13,0,"Stock: 355				
Readiness: 231*","Stock: 12				
Readiness: 8*","Stock: 290				
Readiness: 189*","Stock: 61				
Readiness: 40*",0.8827
Myanmar,"57,527,139","$287,559,000,000 USD","$2,815,031,361 USD","$8,748,000,000 USD","30,489,384","228,000","19,000","25,000","255,000","30,000","Stock: 331			
Readiness: 182*","Stock: 20 (6.0%)

Readiness: 11*","Stock: 70 (21.1%)

Readiness: 39*","Stock: 33 (10.0%)

Readiness: 18*","Stock: 86 (26.0%)

Readiness: 47*","Stock: 120 (36.3%)

Readiness: 66*","Stock: 5 (1.5%)

Readiness: 3*","Stock: 9 (2.7%)

Readiness: 5*","Stock: 0 (0.0%)

Readiness: 0*",239,0,0,0,6,3,3,146,2,"Stock: 1,040				
Readiness: 572*","Stock: 225				
Readiness: 124*","Stock: 1,680				
Readiness: 924*","Stock: 1,520				
Readiness: 836*",0.6265
Zambia,"20,799,116","$79,207,000,000 USD","$385,321,000 USD","$16,597,000,000 USD","7,279,691","15,150",0,"3,745","13,250",0,"Stock: 78			
Readiness: 39*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 13 (16.7%)

Readiness: 7*","Stock: 33 (42.3%)

Readiness: 17*","Stock: 34 (43.6%)

Readiness: 17*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 75				
Readiness: 41*","Stock: 12				
Readiness: 7*","Stock: 60				
Readiness: 33*","Stock: 50				
Readiness: 28*",2.4461
Laos,"7,953,556","$66,905,000,000 USD","$355,600,000 USD","$9,619,000,000 USD","3,499,565","100,000","30,000",500,"130,000","2,000","Stock: 29			
Readiness: 16*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 2 (6.9%)

Readiness: 1*","Stock: 20 (69.0%)

Readiness: 11*","Stock: 7 (24.1%)

Readiness: 4*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 160				
Readiness: 104*","Stock: 50				
Readiness: 33*","Stock: 97				
Readiness: 63*","Stock: 64				
Readiness: 42*",2.8672
Hungary,"9,855,745","$389,207,000,000 USD","$5,887,250,000 USD","$151,250,000,000 USD","4,632,200","41,600","20,000","5,750","32,000",0,"Stock: 80			
Readiness: 52*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 12 (15.0%)

Readiness: 8*","Stock: 3 (3.8%)

Readiness: 2*","Stock: 50 (62.5%)

Readiness: 33*","Stock: 17 (21.3%)

Readiness: 11*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 8 (10.0%)

Readiness: 5*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 220				
Readiness: 154*","Stock: 24				
Readiness: 17*","Stock: 295				
Readiness: 207*","Stock: 0				
Readiness: 0*",1.0429
Italy,"60,964,931","$3,133,000,000,000 USD","$37,325,165,000 USD","$3,025,000,000,000 USD","27,434,219","165,500","18,300","43,000","97,755","30,000","Stock: 714			
Readiness: 500*","Stock: 65 (9.1%)

Readiness: 46*","Stock: 88 (12.3%)

Readiness: 62*","Stock: 31 (4.3%)

Readiness: 22*","Stock: 352 (49.3%)

Readiness: 246*","Stock: 152 (21.3%)

Readiness: 106*","Stock: 22 (3.1%)

Readiness: 15*","Stock: 37 (5.2%)

Readiness: 26*","Stock: 8 (1.1%)

Readiness: 6*",285,2,0,3,14,0,8,15,10,"Stock: 203				
Readiness: 142*","Stock: 64				
Readiness: 45*","Stock: 108				
Readiness: 76*","Stock: 21				
Readiness: 15*",0.2211
Bulgaria,"6,782,659","$219,645,000,000 USD","$2,485,350,000 USD","$14,277,000,000 USD","3,187,850","36,950","3,000","8,500","39,950","4,450","Stock: 71			
Readiness: 46*","Stock: 5 (7.0%)

Readiness: 3*","Stock: 11 (15.5%)

Readiness: 7*","Stock: 6 (8.5%)

Readiness: 4*","Stock: 23 (32.4%)

Readiness: 15*","Stock: 26 (36.6%)

Readiness: 17*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 4 (5.6%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*",45,0,0,0,6,3,0,0,17,"Stock: 334				
Readiness: 217*","Stock: 48				
Readiness: 31*","Stock: 24				
Readiness: 16*","Stock: 24				
Readiness: 16*",1.2522
Kenya,"58,246,378","$328,632,000,000 USD","$1,651,803,025 USD","$31,451,000,000 USD","21,551,160","50,000",0,"4,175","50,000","2,500","Stock: 154			
Readiness: 85*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 17 (11.0%)

Readiness: 9*","Stock: 21 (13.6%)

Readiness: 12*","Stock: 84 (54.5%)

Readiness: 46*","Stock: 30 (19.5%)

Readiness: 17*","Stock: 2 (1.3%)

Readiness: 1*","Stock: 2 (1.3%)

Readiness: 1*","Stock: 0 (0.0%)

Readiness: 0*",27,0,0,0,0,0,0,18,0,"Stock: 188				
Readiness: 103*","Stock: 18				
Readiness: 10*","Stock: 53				
Readiness: 29*","Stock: 0				
Readiness: 0*",1.8588
Uganda,"49,283,041","$144,137,000,000 USD","$1,510,000,000 USD","$10,469,000,000 USD","16,756,234","45,000",0,"1,200","43,800",0,"Stock: 51			
Readiness: 26*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 6 (11.8%)

Readiness: 3*","Stock: 3 (5.9%)

Readiness: 2*","Stock: 30 (58.8%)

Readiness: 15*","Stock: 12 (23.5%)

Readiness: 6*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 6 (11.8%)

Readiness: 3*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 259				
Readiness: 142*","Stock: 6				
Readiness: 3*","Stock: 26				
Readiness: 14*","Stock: 12				
Readiness: 7*",2.3252
Switzerland,"8,860,574","$741,035,000,000 USD","$8,372,658,426 USD","$2,420,000,000,000 USD","3,898,653","147,178",0,"20,000","127,178",0,"Stock: 141			
Readiness: 99*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 40 (28.4%)

Readiness: 28*","Stock: 16 (11.3%)

Readiness: 11*","Stock: 39 (27.7%)

Readiness: 27*","Stock: 43 (30.5%)

Readiness: 30*","Stock: 3 (2.1%)

Readiness: 2*","Stock: 0 (0.0%)

Readiness: 0*","Stock: 0 (0.0%)

Readiness: 0*",,,,,,,,,,"Stock: 134				
Readiness: 94*","Stock: 133				
Readiness: 93*","Stock: 0				
Readiness: 0*","Stock: 0				
Readiness: 0*",0.8396
